data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7088524,608,PHL8756,8756,20190721,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,3,Civilians (Philippines),Government of the Philippines (2016-),7,37,Southeast Asia,Philippines,Eastern Visayas,Leyte,Jaro,Jaro,11.1837,124.7826,2,Philippine Daily Inquirer,National,"A village chairwoman and six companions (including two children) were wounded by unidentified assailants at Jaro town, Leyte province on July 21, 2019.",0,1589298668,PHL
5669146,608,PHL8754,8754,20190720,2019,1,Battles,Armed clash,Unidentified Armed Group (Philippines),,3,Police Forces of the Philippines (2016-) Prison Guards,,1,13,Southeast Asia,Philippines,Calabarzon,Laguna,Calamba,Calamba,14.2117,121.1653,1,Philippine Star,National,"A prison guard was wounded by an unidentified assailants at the boundary of Barangays Turbina and Real in Calamba City, Laguna province on July 20, 2019. His companion was also wounded.",0,1564494186,PHL
5669147,608,PHL8755,8755,20190720,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,3,Civilians (Philippines),Former Police Forces of the Philippines (2016-),7,37,Southeast Asia,Philippines,Calabarzon,Laguna,Calamba,Calamba,14.2117,121.1653,1,Philippine Star,National,"A retired police officer was killed by unidentified assailants at Barangay Turbina, Calamba City, Laguna province on July 20, 2019. The attack may have been related to a land dispute.",1,1564494186,PHL
5923784,608,PHL8816,8816,20190720,2019,1,Protests,Peaceful protest,Protesters (Philippines),BAYAN: Bagong Alyansang Makabayan; Farmers (Philippines),6,,,0,60,Southeast Asia,Philippines,National Capital Region,Metro Manila,Makati,Makati,14.5502,121.0326,1,Bulatlat,National,"On 20 Jul 2019, in Makati City, Metro Manila, protesters from Bayan-Southern Tagalog region, including farmers' group Kapisanan ng Magsasaka sa Timog Katagalugan (Kasama-TK), staged a protest at the Chinese Embassy opposing China's intrusion in the West Philippine Sea. [size=no report]",0,1567515036,PHL
5923785,608,PHL8817,8817,20190720,2019,2,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,3,Civilians (Philippines),,7,37,Southeast Asia,Philippines,Central Visayas,Cebu,Cebu City,Cebu City,10.3167,123.8907,1,Bohol Chronicle,Subnational,"Assumed on 20 Jul 2019, in Cebu City, Cebu, the son of a slain barangay captain in Bohol was shot dead by unidentified assailants outside his shop in Barangay Pahina. The motive for the incident is still unknown. The victim died barely a month after his father's death on 28 Jun 2019.",1,1567515036,PHL
7090366,608,PHL8753,8753,20190719,2019,1,Violence against civilians,Attack,Police Forces of the Philippines (2016-),,1,Civilians (Philippines),Drug Suspects (Philippines),7,17,Southeast Asia,Philippines,Northern Mindanao,Lanao del Norte,Lala,Simpak,7.935,123.7595,1,Sunstar (Philippines),National,"A drug suspect was killed in a police raid at Barangay Simpak, Lala town, Lanao del Norte province on July 19, 2019.",1,1589298680,PHL
5998302,608,PHL9239,9239,20190719,2019,1,Violence against civilians,Attack,Police Forces of the Philippines (2016-),,1,Civilians (Philippines),Drug Suspects (Philippines),7,17,Southeast Asia,Philippines,National Capital Region,Metro Manila,Manila,Manila,14.6042,120.9822,1,Philippine Star,National,"Three drug suspects were killed during a police raid at Manila, Metro Manila, on 19 Jul 2019.",3,1569329098,PHL
7089718,608,PHL8751,8751,20190718,2019,2,Violence against civilians,Attack,Police Forces of the Philippines (2016-),,1,Civilians (Philippines),Drug Suspects (Philippines),7,17,Southeast Asia,Philippines,Ilocos Region,Pangasinan,San Quintin,Alac,15.9954,120.805,1,Philippine Star,National,"A drug suspect was killed in a police raid at Barangay Alac, San Quintin town, Pangasinan province at either July 17 or 18, 2019.",1,1589298676,PHL
7089719,608,PHL8750,8750,20190718,2019,2,Violence against civilians,Attack,Police Forces of the Philippines (2016-),,1,Civilians (Philippines),Drug Suspects (Philippines),7,17,Southeast Asia,Philippines,Central Luzon,Nueva Ecija,Penaranda,Callos,15.3207,121.0479,1,Philippine Star,National,"A drug suspect was killed in a police raid at Barangay Calos, Penaranda town, Nueva Ecija province at either July 17 or 18, 2019.",1,1589298676,PHL
5615961,608,PHL8749,8749,20190718,2019,2,Violence against civilians,Attack,Police Forces of the Philippines (2016-),,1,Civilians (Philippines),Drug Suspects (Philippines),7,17,Southeast Asia,Philippines,Central Luzon,Nueva Ecija,San Jose,San Jose,15.7923,120.9894,1,Philippine Star,National,"A drug suspect was killed in a police raid at Barangay Santo Nino, San Jose City, Nueva Ecija province at either July 17 or 18, 2019.",1,1563887831,PHL
7086997,608,PHL8747,8747,20190718,2019,1,Battles,Armed clash,NPA: New People's Army,,2,Police Forces of the Philippines (2016-) Regional Intelligence Unit,,1,12,Southeast Asia,Philippines,Central Visayas,Negros Oriental,Ayungon,Mabato,9.8728,123.0033,1,Negros Chronicle; Sunstar (Philippines),Subnational-National,"Four police officers from the Regional Intelligence Unit were killed by NPA rebels at Barangay Mabato, Ayungon town, Negros Oriental province on July 18, 2019.",4,1589298657,PHL
7086999,608,PHL8752,8752,20190718,2019,2,Violence against civilians,Attack,Anti-Drug Vigilantes (Philippines),,3,Civilians (Philippines),Drug Suspects (Philippines),7,37,Southeast Asia,Philippines,Ilocos Region,La Union,Luna,Ayaoan,16.8111,120.3716,1,Philippine Star; Bombo Radyo,National,"A drug suspect was killed in a vigilante-style attack by unidentified assailants at Barangay Ayaoan, Luna town, La Union province at either July 17 or 18, 2019.",1,1589298657,PHL
5923782,608,PHL8748,8748,20190718,2019,1,Protests,Peaceful protest,Protesters (Philippines),BAYAN: Bagong Alyansang Makabayan; KARAPATAN: Alliance for the Advancement of People's Rights; Christian Group (Philippines); Women (Philippines); Farmers (Philippines),6,,,0,60,Southeast Asia,Philippines,Calabarzon,Laguna,Calamba,Calamba,14.2117,121.1653,1,Bulatlat,National,"Activists associated with groups like BAYAN, Karapatan, the United Church of Christ of the Philippines, Southern Tagalog Ouster Movement, and the Southern Tagalog Cultural Alliance, including women, farmers, and youth groups, began a protest caravan in Calamba City, Laguna province on July 18, 2019. They criticized the government for its War on Drugs and supposed corruption. [size=hundreds]",0,1567515036,PHL
7090082,608,PHL8744,8744,20190717,2019,1,Battles,Armed clash,NPA: New People's Army,,2,Military Forces of the Philippines (2016-),,1,12,Southeast Asia,Philippines,Zamboanga Peninsula,Zamboanga Sibugay,Kabasalan,Diampak,7.9168,122.7868,1,Philippine Star,National,"An NPA rebel was killed in an attack by soldiers from the 44th Infantry Battalion at Barangay Diampak, Kabasalan town, Zamboanga Sibugay province on July 17, 2019. One soldier was wounded.",1,1589298678,PHL
