data_id,event_date,inter1,inter2
6047569,20190629,1,2
6047570,20190629,2,1
6047571,20190629,2,1
6047572,20190629,1,7
6047573,20190629,1,8
6047574,20190629,2,2
6047575,20190629,8,0
7264855,20190629,1,0
5844827,20190629,2,0
6076251,20190629,3,7
5844318,20190629,1,0
5844832,20190629,1,0
5843817,20190629,1,0
5842542,20190629,1,0
5842543,20190629,1,0
5843570,20190629,1,0
5844865,20190629,1,0
5844106,20190629,1,0
5844111,20190629,1,0
6047649,20190629,1,7
6075811,20190629,2,0
5844657,20190629,1,0
6076854,20190629,8,8
5844154,20190629,2,8
5843676,20190629,1,0
5844445,20190629,8,0
5843947,20190629,1,0
5844717,20190629,1,0
5670387,20190629,1,0
5670388,20190629,1,0
5670389,20190629,1,0
5670391,20190629,1,0
6075895,20190629,3,2
5670398,20190629,1,0
5670399,20190629,1,0
6080017,20190628,1,0
6047533,20190628,1,0
5842222,20190628,2,1
6047534,20190628,1,0
6047535,20190628,1,0
6047536,20190628,1,0
6047537,20190628,1,0
6047538,20190628,1,0
6047539,20190628,1,2
6079284,20190628,3,7
6047541,20190628,1,2
6047542,20190628,1,2
6047543,20190628,2,1
6047544,20190628,1,7
6047545,20190628,1,7
6047546,20190628,3,2
6047547,20190628,3,7
6081597,20190628,1,0
5670463,20190628,3,2
5670464,20190628,3,2
5670466,20190628,1,1
5670468,20190628,8,7
7076420,20190628,3,7
5670470,20190628,1,2
6125895,20190628,3,7
6076756,20190628,1,0
6080866,20190628,1,0
6078079,20190628,1,0
6078679,20190628,1,0
5843170,20190628,1,0
6081517,20190628,1,0
5842421,20190628,2,1
5913592,20190628,1,0
5913596,20190628,1,2
7175686,20190627,4,2
6047503,20190627,1,0
6047504,20190627,1,0
6047505,20190627,1,0
6047506,20190627,1,0
6047507,20190627,1,0
6047508,20190627,1,0
6047509,20190627,1,0
6047510,20190627,1,0
6047511,20190627,1,0
6047512,20190627,1,0
6047513,20190627,1,0
6047514,20190627,1,0
6047515,20190627,1,0
5843229,20190627,1,0
6047517,20190627,1,2
6047518,20190627,1,2
6047519,20190627,2,1
6047520,20190627,2,1
6047521,20190627,1,7
6047522,20190627,1,7
6047523,20190627,1,7
6079011,20190627,1,7
6047524,20190627,1,8
6047525,20190627,1,8
6047526,20190627,8,1
6047527,20190627,3,2
6047529,20190627,3,3
6047530,20190627,3,7
6122027,20190627,1,7
6047532,20190627,8,0
5841734,20190627,1,0
6076486,20190627,1,0
6078287,20190627,1,0
5670481,20190627,3,2
5670483,20190627,1,0
5670484,20190627,1,0
5670486,20190627,1,0
5670487,20190627,1,0
5670488,20190627,1,0
5670489,20190627,1,0
5670493,20190627,1,0
5670499,20190627,1,0
5670500,20190627,1,0
5670502,20190627,1,0
6080102,20190627,1,2
5670503,20190627,1,0
5670507,20190627,2,7
5670508,20190627,3,2
5670509,20190627,3,7
5670510,20190627,1,7
5670511,20190627,2,2
5670512,20190627,2,2
5670514,20190627,8,0
5670529,20190627,2,7
7175602,20190627,2,2
7175605,20190627,2,2
7259831,20190627,1,3
6075880,20190627,8,0
5913578,20190627,1,0
5913579,20190627,1,0
6075886,20190627,2,1
5842931,20190627,8,0
6075638,20190627,2,1
5840639,20190627,1,0
6047488,20190626,1,0
6047489,20190626,1,0
6047490,20190626,1,0
6047491,20190626,1,0
6081539,20190626,3,2
6047492,20190626,1,0
6047493,20190626,1,7
6047494,20190626,1,7
6047495,20190626,1,7
6047497,20190626,2,0
6047498,20190626,2,2
6047499,20190626,2,7
6047500,20190626,2,8
6047501,20190626,3,8
6047502,20190626,8,7
6076950,20190626,1,7
5843755,20190626,1,0
6076468,20190626,2,2
5841718,20190626,1,0
5841722,20190626,1,0
5843006,20190626,1,0
6076233,20190626,1,0
5843544,20190626,1,0
5842799,20190626,1,0
5842810,20190626,3,2
6077310,20190626,3,0
5670533,20190626,1,0
5670535,20190626,1,0
5670537,20190626,1,0
5670538,20190626,1,0
5670539,20190626,1,0
5670540,20190626,1,0
5670541,20190626,1,0
5670542,20190626,1,0
5670543,20190626,1,0
5670546,20190626,1,0
5670547,20190626,1,0
5670549,20190626,1,0
5670553,20190626,1,0
5670554,20190626,1,0
5670557,20190626,1,7
5670559,20190626,1,7
5670561,20190626,8,0
5670562,20190626,1,0
5670564,20190626,8,7
5670565,20190626,2,2
5670567,20190626,3,7
5670568,20190626,3,0
6080449,20190626,1,0
6077911,20190626,2,1
6077914,20190626,2,7
5913569,20190626,1,0
5913571,20190626,2,0
5913573,20190626,8,0
6124032,20190625,3,7
6124288,20190625,3,7
5840385,20190625,1,7
5841951,20190625,1,7
5842468,20190625,1,7
5856043,20190625,3,0
6078262,20190625,3,2
6123840,20190625,2,7
5842263,20190625,1,7
5839960,20190625,1,7
5839961,20190625,1,7
5839707,20190625,1,7
6081655,20190625,1,0
5854330,20190625,1,7
5841028,20190625,1,7
6081173,20190625,1,0
5841060,20190625,1,7
5839788,20190625,1,7
5839789,20190625,1,7
5840558,20190625,1,7
5670582,20190625,1,0
5670584,20190625,1,0
5670586,20190625,1,0
5670588,20190625,1,0
5670592,20190625,1,0
5670593,20190625,1,0
5670600,20190625,8,0
5670604,20190625,1,0
5670605,20190625,1,0
7219150,20190625,1,7
5839823,20190625,1,7
5670608,20190625,1,0
5670610,20190625,1,0
5670611,20190625,1,0
5670612,20190625,1,2
5670614,20190625,1,0
5913559,20190625,1,3
5913560,20190625,1,7
5670617,20190625,3,7
5913562,20190625,1,7
5670618,20190625,3,2
5913564,20190625,1,7
6079715,20190625,1,0
5840100,20190625,1,7
6047464,20190625,1,0
6047465,20190625,1,0
6047466,20190625,1,0
6047467,20190625,1,0
6047468,20190625,1,0
6047469,20190625,1,0
6047470,20190625,1,0
6047471,20190625,1,0
6047472,20190625,1,0
6047473,20190625,1,0
6047474,20190625,1,0
6047475,20190625,1,2
6047476,20190625,2,1
6047477,20190625,1,7
6047479,20190625,1,7
6047480,20190625,1,7
6047481,20190625,1,7
6047482,20190625,1,7
6047483,20190625,3,2
6047484,20190625,2,7
6047485,20190625,8,0
6047486,20190625,8,0
6047487,20190625,8,0
5840903,20190624,1,0
5670675,20190624,3,7
5670676,20190624,1,2
5861660,20190624,1,0
5849630,20190624,1,0
5861662,20190624,1,0
5861674,20190624,3,3
5861675,20190624,2,7
5853750,20190624,1,0
5851460,20190624,1,2
5856327,20190624,2,1
5849723,20190624,1,0
5849983,20190624,1,0
5848704,20190624,1,0
5849728,20190624,1,0
6075012,20190624,3,2
5848475,20190624,1,0
5858971,20190624,1,0
5858973,20190624,1,0
6122672,20190624,3,7
5867194,20190624,3,0
5867196,20190624,3,4
5913541,20190624,1,0
5913543,20190624,1,0
5913544,20190624,1,0
5913548,20190624,1,2
5913551,20190624,2,1
6047452,20190624,1,0
6047453,20190624,1,0
6047454,20190624,1,0
7264990,20190624,1,2
6047455,20190624,1,0
6047456,20190624,1,0
6047457,20190624,1,2
6047459,20190624,1,2
6047460,20190624,2,1
6047461,20190624,2,1
6047462,20190624,2,1
5848551,20190624,1,0
6047463,20190624,1,7
5850350,20190624,1,0
5861895,20190623,1,2
5861896,20190623,1,7
5860116,20190623,1,0
5670680,20190623,1,0
6080792,20190623,1,0
5670681,20190623,1,0
5670682,20190623,1,0
5670686,20190623,1,0
5670687,20190623,1,0
5670689,20190623,1,0
5670690,20190623,1,0
5670691,20190623,1,0
5670694,20190623,8,0
5670696,20190623,8,0
5670699,20190623,1,0
5670700,20190623,1,0
5866810,20190623,1,0
5863744,20190623,1,0
6079334,20190623,1,0
6079338,20190623,1,0
5859207,20190623,1,7
5913528,20190623,1,0
5913530,20190623,1,2
5913531,20190623,1,2
5913532,20190623,1,2
5913533,20190623,1,2
6077886,20190623,1,0
5913536,20190623,3,7
6047429,20190623,1,0
6047430,20190623,1,0
6047431,20190623,1,0
6047432,20190623,1,0
6047433,20190623,1,0
6047434,20190623,1,0
6047436,20190623,1,0
6047437,20190623,1,0
6047438,20190623,1,0
6047439,20190623,1,0
6047441,20190623,1,0
6047443,20190623,1,2
6047444,20190623,1,7
6047445,20190623,1,7
6047446,20190623,1,7
6047447,20190623,3,2
6047448,20190623,3,7
6047449,20190623,3,7
6047450,20190623,8,0
6047451,20190623,8,0
6123023,20190622,1,7
6077750,20190622,1,0
5670720,20190622,2,2
5670725,20190622,1,7
5670727,20190622,1,0
5670729,20190622,1,0
5670730,20190622,1,0
5670731,20190622,1,0
5670732,20190622,1,0
5670733,20190622,1,0
5670734,20190622,1,0
5670735,20190622,1,0
5670736,20190622,1,0
5670737,20190622,1,0
5670738,20190622,1,0
5670741,20190622,1,0
5841754,20190622,3,7
5670746,20190622,1,0
5670747,20190622,3,7
5670750,20190622,1,0
5670751,20190622,1,0
5670752,20190622,1,0
5670754,20190622,1,2
5670755,20190622,1,2
7218810,20190622,3,2
6122372,20190622,1,7
7286689,20190622,2,7
7131300,20190622,2,1
5913520,20190622,1,0
6047413,20190622,1,0
7259829,20190622,2,1
6047414,20190622,1,0
7259830,20190622,2,1
6047415,20190622,1,0
6047416,20190622,1,0
6047417,20190622,1,0
6047418,20190622,1,2
6047419,20190622,1,2
6047420,20190622,1,2
6047424,20190622,1,7
6047425,20190622,1,7
6047426,20190622,1,7
6047427,20190622,1,7
6047428,20190622,1,7
7286487,20190622,2,7
5841112,20190622,2,7
7264472,20190622,2,1
5840635,20190622,1,0
5844791,20190621,1,0
6124348,20190621,2,7
6078824,20190621,1,0
6078826,20190621,1,0
5670764,20190621,3,2
5670765,20190621,3,3
5670768,20190621,1,0
5670770,20190621,1,0
5670772,20190621,1,0
5844853,20190621,1,0
5844855,20190621,1,0
5670788,20190621,1,0
5670789,20190621,1,0
5670790,20190621,2,1
5670791,20190621,2,1
7286408,20190621,2,7
5670792,20190621,6,0
7286409,20190621,2,7
5670793,20190621,3,0
5670794,20190621,2,7
5670795,20190621,2,7
5670799,20190621,3,2
5670801,20190621,1,0
6078105,20190621,1,0
5670811,20190621,3,7
5913508,20190621,1,0
5913509,20190621,1,0
5843624,20190621,1,2
5913512,20190621,1,0
6047400,20190621,1,0
5913513,20190621,1,0
6047401,20190621,1,0
5913514,20190621,1,0
6047402,20190621,1,0
5913515,20190621,1,0
6047403,20190621,1,0
6047404,20190621,1,0
5913517,20190621,1,0
6047405,20190621,1,0
5913518,20190621,1,2
6047406,20190621,1,0
6047407,20190621,1,0
6047408,20190621,1,0
6047409,20190621,1,2
6047410,20190621,1,7
6047411,20190621,1,7
6047412,20190621,1,7
6993590,20190621,3,7
7286734,20190621,2,7
7286737,20190621,2,1
5844725,20190621,1,0
5844988,20190621,1,0
6122034,20190620,1,7
5842998,20190620,1,0
5840974,20190620,1,0
5842043,20190620,1,0
6047382,20190620,1,0
7218583,20190620,1,2
6047383,20190620,1,0
7218584,20190620,2,2
6047384,20190620,1,0
6047385,20190620,1,0
6082713,20190620,1,0
6047386,20190620,1,0
6047388,20190620,1,2
6047389,20190620,1,7
6047390,20190620,1,7
6047391,20190620,1,7
6047392,20190620,1,7
5913505,20190620,1,0
6047393,20190620,1,7
5670817,20190620,1,7
6047395,20190620,1,7
6047397,20190620,3,0
6047398,20190620,2,7
5670826,20190620,1,0
5670829,20190620,1,0
5670830,20190620,1,0
5670831,20190620,1,0
5670832,20190620,1,0
5670833,20190620,1,0
5670834,20190620,1,0
5670835,20190620,1,0
5670836,20190620,1,0
5670837,20190620,1,0
5670838,20190620,1,0
5670839,20190620,1,0
5670841,20190620,3,2
5670842,20190620,2,2
5670843,20190620,8,0
5670850,20190620,2,2
6082245,20190620,3,2
7264484,20190620,2,1
5843437,20190620,1,0
5843998,20190619,1,0
6079790,20190619,1,0
6079060,20190619,1,2
5844309,20190619,1,0
6076540,20190619,1,0
6047366,20190619,1,7
6047367,20190619,1,0
6047368,20190619,1,0
6047370,20190619,1,0
6047372,20190619,1,0
6047373,20190619,1,0
6047374,20190619,1,0
6047375,20190619,1,2
6047376,20190619,1,7
6047377,20190619,1,7
6047378,20190619,1,7
6047379,20190619,1,7
6047380,20190619,1,7
6047381,20190619,8,3
7218582,20190619,1,0
5913497,20190619,1,0
5913500,20190619,8,0
5913501,20190619,8,0
5670852,20190619,1,7
5670853,20190619,1,0
5670854,20190619,1,0
5670855,20190619,1,0
5670862,20190619,1,0
5670865,20190619,1,0
5670866,20190619,1,0
5670868,20190619,1,0
5670870,20190619,1,0
5670876,20190619,4,7
5670877,20190619,2,7
5670878,20190619,2,1
5670879,20190619,2,3
5670880,20190619,2,3
5670881,20190619,2,2
5670882,20190619,2,2
5670883,20190619,2,7
5844720,20190619,1,0
5670912,20190618,2,7
5670913,20190618,2,4
5670914,20190618,1,2
5670915,20190618,1,2
5670916,20190618,6,0
5841474,20190618,2,1
6078805,20190618,3,7
6078559,20190618,2,2
6047347,20190618,1,0
6047348,20190618,1,0
6047349,20190618,1,0
6047350,20190618,1,0
6047351,20190618,1,0
6047352,20190618,1,0
6047353,20190618,1,0
6047354,20190618,1,0
6047355,20190618,1,0
6047356,20190618,1,0
6047357,20190618,1,2
6047359,20190618,1,2
6047360,20190618,2,1
6047361,20190618,2,1
6047362,20190618,2,1
6047363,20190618,1,2
6047364,20190618,1,7
6047365,20190618,1,7
5913489,20190618,1,0
5840276,20190618,1,7
7218581,20190618,1,2
5841046,20190618,1,0
5840842,20190618,2,2
5670899,20190618,1,0
5670900,20190618,1,0
5670903,20190618,1,0
5670904,20190618,1,7
5670905,20190618,1,0
5670907,20190618,1,0
5670909,20190618,2,0
5670910,20190618,2,4
5670911,20190618,2,4
5844745,20190617,3,2
5670926,20190617,1,3
5670927,20190617,1,4
5670928,20190617,1,0
5670929,20190617,1,7
5670931,20190617,1,0
5670935,20190617,1,0
5670939,20190617,1,0
5670940,20190617,1,0
5670942,20190617,1,0
5670943,20190617,1,0
5670944,20190617,1,0
5670945,20190617,3,0
5670948,20190617,3,1
5844005,20190617,2,7
5670949,20190617,3,7
5670950,20190617,3,7
5670951,20190617,3,7
5670952,20190617,3,7
5670953,20190617,3,7
5670954,20190617,3,7
5670959,20190617,1,0
5670960,20190617,1,2
5670979,20190617,2,2
6080844,20190617,1,0
6662754,20190617,2,0
6047333,20190617,1,0
6047334,20190617,1,0
6047335,20190617,1,0
6047336,20190617,1,0
6047337,20190617,1,0
6047339,20190617,1,2
6047340,20190617,1,2
6047341,20190617,2,1
6047342,20190617,2,1
6047344,20190617,3,2
6047345,20190617,2,7
6047346,20190617,3,7
5844602,20190617,3,2
5913475,20190617,1,0
5913476,20190617,1,0
5913478,20190617,1,0
5913479,20190617,1,0
5913480,20190617,1,0
6077584,20190617,3,7
5844883,20190617,3,2
6075543,20190617,1,0
6993592,20190617,1,7
6078661,20190617,3,2
5841360,20190617,1,2
5840346,20190617,2,1
5840868,20190617,1,0
6075901,20190617,1,0
5842179,20190616,2,7
7175685,20190616,8,2
7175687,20190616,8,2
6123784,20190616,1,0
6079018,20190616,1,0
6079019,20190616,1,0
6123063,20190616,2,7
6081337,20190616,3,7
5843007,20190616,1,0
5670981,20190616,1,1
6047306,20190616,1,0
6047307,20190616,1,0
6047309,20190616,1,0
5670989,20190616,1,0
6047310,20190616,1,0
6047312,20190616,1,0
6047313,20190616,1,0
5670993,20190616,1,0
6047314,20190616,1,0
5670994,20190616,1,0
6047315,20190616,1,0
5670995,20190616,1,0
6047316,20190616,1,2
6047317,20190616,2,1
5670997,20190616,1,0
6047318,20190616,2,1
5670998,20190616,1,0
6047319,20190616,1,2
5670999,20190616,1,0
5842264,20190616,1,0
6047320,20190616,1,7
6078296,20190616,3,7
6047321,20190616,1,7
6047322,20190616,1,7
6047323,20190616,1,7
5671003,20190616,1,0
5671004,20190616,1,0
6047325,20190616,1,7
6047326,20190616,1,0
5671006,20190616,1,0
6047327,20190616,3,2
6047328,20190616,8,2
6047329,20190616,2,8
5671009,20190616,1,0
6047330,20190616,3,7
5671010,20190616,1,0
5671011,20190616,1,0
6047332,20190616,8,1
5671012,20190616,1,0
5671015,20190616,3,7
5671016,20190616,3,2
5671017,20190616,3,2
5671019,20190616,1,2
5671020,20190616,1,3
5671021,20190616,1,7
5671023,20190616,2,0
5671024,20190616,8,0
5671025,20190616,2,0
5671026,20190616,2,0
5671027,20190616,8,0
6080115,20190616,3,7
5913462,20190616,1,0
5913464,20190616,1,0
5913465,20190616,1,0
5913466,20190616,1,0
6081932,20190616,2,0
6081445,20190616,8,2
6076857,20190616,2,3
5841853,20190616,2,1
6123241,20190616,1,7
6075376,20190616,3,2
7175667,20190616,8,2
6077940,20190616,8,0
7175671,20190616,8,2
6082296,20190616,3,7
7175678,20190616,8,2
6074927,20190615,3,2
6047287,20190615,1,0
6047288,20190615,1,0
6047289,20190615,1,0
7175737,20190615,1,3
6047290,20190615,1,0
6047291,20190615,1,0
6047292,20190615,1,0
6047293,20190615,1,0
6047295,20190615,1,2
6047296,20190615,1,2
6047297,20190615,2,1
5844802,20190615,2,1
6047298,20190615,1,3
6047299,20190615,1,7
6047300,20190615,1,7
6047301,20190615,1,7
6047302,20190615,1,7
6047303,20190615,1,7
6047304,20190615,3,2
6047305,20190615,8,0
5841996,20190615,1,0
5841998,20190615,1,0
5843278,20190615,1,0
5913447,20190615,1,0
5913448,20190615,1,0
5913449,20190615,1,0
5913450,20190615,1,0
5913451,20190615,1,0
5913452,20190615,1,0
6078331,20190615,1,3
6075261,20190615,1,0
5671038,20190615,1,0
5844869,20190615,2,1
5671050,20190615,1,0
6082445,20190615,1,0
5671054,20190615,1,0
5671063,20190615,1,0
5671065,20190615,1,0
5671066,20190615,1,0
5671067,20190615,1,0
5671069,20190615,1,0
5671071,20190615,1,0
5671072,20190615,3,7
6077856,20190615,1,0
5671073,20190615,1,3
5671074,20190615,2,3
6400954,20190615,2,8
5844955,20190615,2,1
6076391,20190615,2,2
6078184,20190615,3,7
6078186,20190615,1,0
7175675,20190615,3,7
6078210,20190614,2,0
6075924,20190614,6,0
6047272,20190614,1,0
6047273,20190614,1,0
6047274,20190614,1,0
6047275,20190614,1,0
6047276,20190614,1,0
6047277,20190614,1,0
6047278,20190614,1,7
6047279,20190614,1,0
6047281,20190614,1,0
6047282,20190614,1,0
6047283,20190614,3,1
6047284,20190614,1,7
6047285,20190614,1,7
6047286,20190614,2,2
6079288,20190614,1,0
6075208,20190614,2,0
6122319,20190614,1,7
5841496,20190614,1,0
5842780,20190614,1,0
6076272,20190614,2,2
5843093,20190614,1,0
6079650,20190614,8,0
5671078,20190614,1,0
5671082,20190614,1,0
5671083,20190614,1,0
5671084,20190614,1,0
5671085,20190614,1,0
5671087,20190614,1,0
5671089,20190614,2,2
5671090,20190614,1,0
5671091,20190614,1,0
5841844,20190614,2,1
5671092,20190614,1,0
5671093,20190614,1,0
5671097,20190614,1,0
5671100,20190614,2,7
5671101,20190614,3,7
5671105,20190614,1,7
5671106,20190614,1,0
5671109,20190614,8,0
5671110,20190614,1,0
5671111,20190614,1,0
5671112,20190614,3,1
5671113,20190614,3,1
5671114,20190614,1,7
5671115,20190614,3,7
5671116,20190614,4,7
5671117,20190614,2,7
5671118,20190614,6,3
5671119,20190614,3,7
5671120,20190614,3,0
5671121,20190614,3,2
5671124,20190614,1,7
5842144,20190614,1,0
6122477,20190614,1,7
5671168,20190613,1,0
5671169,20190613,1,0
5671170,20190613,1,0
5671171,20190613,1,0
5671173,20190613,1,0
5671174,20190613,1,2
6047246,20190613,1,0
6047247,20190613,1,0
6047248,20190613,1,0
6047249,20190613,1,0
6047250,20190613,1,0
6047251,20190613,1,0
6047252,20190613,1,0
6047253,20190613,1,0
6047254,20190613,1,0
6047255,20190613,1,0
6047256,20190613,1,0
6047257,20190613,1,0
6047259,20190613,1,2
6047260,20190613,2,1
6047261,20190613,1,7
6047262,20190613,1,7
6047263,20190613,1,7
6047264,20190613,1,7
6047265,20190613,1,7
6080033,20190613,2,2
6047266,20190613,1,7
6047267,20190613,1,7
6047268,20190613,1,8
6047269,20190613,2,2
6047270,20190613,3,7
6047271,20190613,3,7
6122030,20190613,1,7
5841993,20190613,1,0
5913428,20190613,1,0
5913429,20190613,1,0
5913431,20190613,1,0
5913432,20190613,1,0
6076774,20190613,2,1
7286386,20190613,1,1
5840518,20190613,2,1
5842310,20190613,1,0
5842632,20190613,1,0
5671126,20190613,2,7
5671130,20190613,1,0
5671135,20190613,1,0
5671139,20190613,1,0
5671140,20190613,1,0
5671141,20190613,1,0
5671157,20190613,1,0
5671158,20190613,1,0
5671160,20190613,1,0
5671162,20190613,1,0
6076410,20190613,1,0
5671163,20190613,1,0
5671164,20190613,1,0
5671166,20190613,1,0
5671167,20190613,1,0
6047232,20190612,1,0
6047233,20190612,1,0
6047234,20190612,1,0
6047235,20190612,1,0
6047236,20190612,1,0
6047237,20190612,1,0
6047238,20190612,1,0
6047239,20190612,1,0
6047240,20190612,1,0
5839881,20190612,1,0
6047241,20190612,1,2
6047242,20190612,1,2
5671178,20190612,1,2
6047243,20190612,2,1
6047244,20190612,1,8
6047245,20190612,3,2
5671181,20190612,1,0
5671183,20190612,1,2
5671187,20190612,1,0
5671193,20190612,1,0
5671206,20190612,2,0
5671207,20190612,1,0
5839912,20190612,1,0
5671208,20190612,1,0
5839914,20190612,1,0
5671212,20190612,1,0
5671213,20190612,1,2
5671214,20190612,1,3
5671215,20190612,1,7
5840706,20190612,2,7
5913416,20190612,1,0
5913417,20190612,1,0
5913418,20190612,1,0
5913419,20190612,1,0
5913420,20190612,1,0
5913421,20190612,1,0
5840206,20190612,1,0
5913425,20190612,1,0
5913426,20190612,1,2
6075225,20190612,2,7
5841030,20190612,2,1
6075098,20190612,3,0
6075105,20190612,3,3
6122467,20190612,3,7
5842405,20190612,1,0
7264505,20190612,1,0
6047229,20190612,1,0
6047230,20190612,1,0
6047231,20190612,1,0
5842195,20190611,1,0
5840667,20190611,2,0
5671222,20190611,2,7
5671227,20190611,1,0
5913404,20190611,1,0
5671228,20190611,1,0
5913405,20190611,1,0
5671229,20190611,2,7
5913408,20190611,1,0
5671235,20190611,1,0
5671241,20190611,1,0
5671246,20190611,2,7
6081358,20190611,2,2
5671248,20190611,1,2
5671249,20190611,2,7
5671250,20190611,2,7
5671252,20190611,1,7
5671257,20190611,1,0
5671258,20190611,1,0
5671259,20190611,1,0
5671260,20190611,1,0
5671262,20190611,1,0
5671263,20190611,1,0
5671264,20190611,3,2
6768257,20190611,1,2
6081927,20190611,1,0
7263114,20190611,1,0
5841058,20190611,2,0
6076326,20190611,8,2
6076378,20190611,2,7
6076380,20190611,1,0
6081764,20190611,2,2
6047205,20190611,1,0
6047206,20190611,1,0
6047207,20190611,1,0
6047208,20190611,1,0
6047209,20190611,1,0
6047210,20190611,1,0
6047211,20190611,1,0
6047212,20190611,1,0
6047213,20190611,1,0
6047214,20190611,1,0
6047215,20190611,1,0
6047216,20190611,1,0
6047217,20190611,1,0
6047219,20190611,1,2
6047220,20190611,2,1
6047221,20190611,2,1
6082293,20190611,1,0
6047222,20190611,1,2
6047223,20190611,1,7
6047224,20190611,1,7
6047225,20190611,1,7
6047227,20190611,2,2
6047228,20190611,8,7
5843499,20190610,1,0
5913394,20190610,1,0
5913395,20190610,1,0
5913396,20190610,1,0
5913397,20190610,1,0
5913398,20190610,1,0
7191094,20190610,1,7
5913400,20190610,2,1
5913401,20190610,1,2
5671267,20190610,4,4
5671270,20190610,1,0
5671271,20190610,1,0
5671272,20190610,1,0
5671274,20190610,3,2
5671276,20190610,1,0
5671279,20190610,1,0
5671286,20190610,1,0
5671287,20190610,1,0
5843067,20190610,1,0
5843068,20190610,1,0
5843069,20190610,1,0
5671294,20190610,1,2
5671295,20190610,1,2
5671296,20190610,1,2
5671302,20190610,2,1
5671306,20190610,1,0
5671309,20190610,1,0
5671310,20190610,1,0
5671311,20190610,1,0
5671312,20190610,1,0
5671313,20190610,1,0
5671314,20190610,1,0
5671315,20190610,1,0
5671316,20190610,1,0
5841047,20190610,1,0
5842118,20190610,1,0
6125261,20190610,3,7
6047189,20190610,1,0
6047190,20190610,1,0
6047191,20190610,1,0
6047192,20190610,1,0
6047193,20190610,1,0
6047194,20190610,2,1
6047195,20190610,1,2
6047196,20190610,1,2
6047197,20190610,3,1
6047198,20190610,1,7
6047199,20190610,1,7
6047200,20190610,1,7
6047201,20190610,1,7
6047202,20190610,1,7
6047203,20190610,1,7
6047204,20190610,2,7
5842718,20190609,1,0
5913386,20190609,1,0
5913387,20190609,1,0
5913388,20190609,1,0
5841197,20190609,1,0
5913389,20190609,1,0
5913390,20190609,1,2
5913391,20190609,1,2
5913392,20190609,2,1
7264848,20190609,3,1
6074984,20190609,3,0
6076032,20190609,1,7
5839754,20190609,1,0
5843344,20190609,1,7
6075030,20190609,1,0
5671321,20190609,1,0
5842075,20190609,1,7
5671323,20190609,1,7
6075547,20190609,1,0
7264931,20190609,3,1
5671335,20190609,1,0
5671338,20190609,1,2
5671341,20190609,2,7
5671345,20190609,1,7
6075314,20190609,1,0
5671349,20190609,1,0
5671350,20190609,1,0
5671356,20190609,1,0
5671357,20190609,1,0
5671359,20190609,1,0
5671360,20190609,1,0
5671361,20190609,1,0
6075073,20190609,3,0
6047170,20190609,1,0
5671362,20190609,8,7
5671363,20190609,2,8
6047172,20190609,1,0
6047173,20190609,1,0
6047174,20190609,1,0
5671366,20190609,2,2
6047175,20190609,1,0
6123207,20190609,1,7
6047176,20190609,1,0
6047177,20190609,1,0
6047178,20190609,1,0
6047179,20190609,1,0
6047180,20190609,1,2
6047181,20190609,2,1
6047182,20190609,1,2
5842383,20190609,1,0
6047183,20190609,1,7
6047184,20190609,1,7
6047185,20190609,8,2
6078161,20190609,8,0
6047186,20190609,8,2
6047187,20190609,8,2
5842392,20190609,1,7
5842929,20190609,1,0
5842162,20190609,1,0
6080246,20190609,1,7
5841937,20190608,1,0
5913368,20190608,1,0
5913370,20190608,1,0
5913371,20190608,1,0
5913372,20190608,1,2
7175708,20190608,1,7
5913373,20190608,1,2
5913379,20190608,2,1
5913382,20190608,1,7
7175720,20190608,2,3
5840441,20190608,1,0
5841733,20190608,2,1
6081629,20190608,1,0
6122083,20190608,1,0
5842795,20190608,1,0
6122109,20190608,3,7
6122123,20190608,3,7
5842579,20190608,1,0
6047154,20190608,1,0
6047155,20190608,1,0
7259827,20190608,1,2
6047156,20190608,1,0
7259828,20190608,3,1
6047157,20190608,1,0
6047158,20190608,1,2
6047159,20190608,1,2
6047160,20190608,1,2
5842361,20190608,1,0
6047161,20190608,2,1
6047162,20190608,2,1
6047163,20190608,2,1
6047165,20190608,1,7
6047166,20190608,1,7
6047167,20190608,1,8
6047168,20190608,3,7
5841608,20190608,1,0
5841609,20190608,1,0
5671371,20190608,1,0
5671372,20190608,1,0
5671373,20190608,1,0
6124497,20190608,1,7
5671378,20190608,8,0
5842899,20190608,1,0
5671379,20190608,8,0
5671380,20190608,1,0
5671381,20190608,1,0
5671382,20190608,1,0
5671383,20190608,1,0
5671384,20190608,1,0
5671386,20190608,1,0
5671388,20190608,1,0
5671389,20190608,1,0
5671391,20190608,1,0
5671392,20190608,1,0
5671393,20190608,1,0
5671398,20190608,1,2
5671400,20190608,3,2
5671401,20190608,8,7
5671402,20190608,1,0
5671403,20190608,2,3
5842167,20190608,2,1
6122232,20190608,1,7
5671421,20190608,1,7
5671424,20190607,1,7
5671429,20190607,1,0
5913353,20190607,1,0
5913355,20190607,1,0
5913356,20190607,1,0
5843726,20190607,1,7
5913358,20190607,1,0
5671439,20190607,1,2
5671440,20190607,1,0
5671441,20190607,1,0
5913362,20190607,1,2
5671442,20190607,1,0
5671444,20190607,1,0
5671445,20190607,1,0
5671446,20190607,1,0
5671448,20190607,2,0
5671449,20190607,2,0
5671450,20190607,2,0
5671451,20190607,2,0
5671452,20190607,2,0
5671453,20190607,2,0
