data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction
6268982,231,ETH5273,5273,20190924,2019,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Military Forces of Ethiopia (2018-),,1,13
6159205,231,ETH5300,5300,20190923,2019,3,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Bodi Communal Militia (Ethiopia),,4,14
6024179,231,ETH5274,5274,20190922,2019,1,Riots,Mob violence,Rioters (Ethiopia),Christian Group (Ethiopia),5,Police Forces of Ethiopia (2018-),,1,15
6255623,231,ETH5262,5262,20190917,2019,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ethiopia),,3,Military Forces of Ethiopia (2018-),,1,13
6159203,231,ETH5299,5299,20190916,2019,3,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Bodi Communal Militia (Ethiopia),,4,14
5979749,231,ETH5272,5272,20190916,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Government of Ethiopia (2018-),7,37
6268938,231,ETH5271,5271,20190915,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia),6,,,0,60
6268950,231,ETH5269,5269,20190915,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia),6,,,0,60
6268961,231,ETH5263,5263,20190915,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia),6,,,0,60
6268994,231,ETH5267,5267,20190915,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia),6,,,0,60
6269000,231,ETH5266,5266,20190915,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia),6,,,0,60
6269023,231,ETH5264,5264,20190915,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia),6,,,0,60
6269024,231,ETH5270,5270,20190915,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia),6,,,0,60
6268916,231,ETH5265,5265,20190915,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia),6,,,0,60
6268917,231,ETH5268,5268,20190915,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia); Orthodox Christian Group (Ethiopia),6,,,0,60
6255507,231,ETH5260,5260,20190914,2019,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Police Forces of Ethiopia (2018-),,1,13
6268998,231,ETH5261,5261,20190913,2019,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ethiopia),,3,Police Forces of Ethiopia (2018-),,1,13
6315310,231,ETH5259,5259,20190904,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Aid Workers (Ethiopia),7,37
6268993,231,ETH5258,5258,20190903,2019,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Women (Ethiopia),7,47
6269010,231,ETH5255,5255,20190826,2019,1,Violence against civilians,Attack,Oromo Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Somali Ethnic Group (Ethiopia),7,47
7210495,231,ETH5256,5256,20190826,2019,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
6127664,231,ETH5242,5242,20190823,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Orthodox Christian Group (Ethiopia),7,37
6128162,231,ETH5241,5241,20190818,2019,1,Strategic developments,Disrupted weapons use,Police Forces of Ethiopia (2018-),,1,Military Forces of Ethiopia (2018-),,1,11
6128949,231,ETH5240,5240,20190816,2019,1,Protests,Excessive force against protesters,Police Forces of Ethiopia (2018-),,1,Protesters (Ethiopia),,6,16
7261514,231,ETH5239,5239,20190814,2019,1,Battles,Armed clash,Unidentified Communal Militia (Kenya),Pastoralists (Kenya),4,Oromo Ethnic Militia (Ethiopia),Pastoralists (Ethiopia),4,44
6128378,231,ETH5238,5238,20190813,2019,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
5740561,231,ETH5254,5254,20190812,2019,3,Strategic developments,Arrests,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Police Forces of Ethiopia (2018-); Government of Ethiopia (2018-),7,17
5726014,231,ETH5237,5237,20190808,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7187657,231,ETH5630,5630,20190808,2019,1,Riots,Mob violence,Rioters (Ethiopia),,5,Civilians (Ethiopia),Aid Workers (Ethiopia),7,57
5726012,231,ETH5236,5236,20190807,2019,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
5726013,231,ETH5235,5235,20190805,2019,1,Battles,Armed clash,Police Forces of Ethiopia (2018-),,1,Police Forces of Ethiopia (2018-),,1,11
5959085,231,ETH5252,5252,20190720,2019,2,Riots,Violent demonstration,Rioters (Ethiopia),Sidama Ethnic Group (Ethiopia),5,Civilians (Ethiopia),Orthodox Christian Group (Ethiopia),7,57
5958898,231,ETH5253,5253,20190720,2019,2,Riots,Mob violence,Rioters (Ethiopia),Sidama Ethnic Group (Ethiopia),5,,,0,50
6255416,231,ETH5234,5234,20190719,2019,1,Protests,Excessive force against protesters,Military Forces of Ethiopia (2018-),,1,Protesters (Ethiopia),Sidama Ethnic Group (Ethiopia),6,16
5959086,231,ETH5250,5250,20190719,2019,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Sidama Ethnic Group (Ethiopia),6,Police Forces of Ethiopia (2018-),,1,16
5958897,231,ETH5251,5251,20190719,2019,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Sidama Ethnic Group (Ethiopia),6,Military Forces of Ethiopia (2018-),,1,16
5729023,231,ETH5233,5233,20190718,2019,1,Riots,Violent demonstration,Rioters (Ethiopia),Sidama Ethnic Group (Ethiopia),5,Military Forces of Ethiopia (2018-),,1,15
6305465,231,ETH5249,5249,20190712,2019,1,Violence against civilians,Attack,Nuer Ethnic Militia (Ethiopia),,4,Civilians (South Sudan),Anuak Ethnic Group (South Sudan); Refugees/IDPs (South Sudan),7,47
7313805,231,ETH5232,5232,20190708,2019,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
5546707,231,ETH5231,5231,20190706,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
5543153,231,ETH5229,5229,20190628,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
5543154,231,ETH5230,5230,20190628,2019,2,Strategic developments,Arrests,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-),1,ANM: Amharan Nationalist Movement,NAMA: National Movement of Amhara; Military Forces of Ethiopia (2018-),2,12
6255124,231,ETH5227,5227,20190625,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6255013,231,ETH5228,5228,20190625,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
5543150,231,ETH5226,5226,20190624,2019,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,ANM: Amharan Nationalist Movement,,2,12
7313719,231,ETH5225,5225,20190623,2019,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
6128665,231,ETH5211,5211,20190621,2019,1,Battles,Armed clash,ANM: Amharan Nationalist Movement,,2,Military Forces of Ethiopia (2018-),,1,12
6129355,231,ETH5210,5210,20190621,2019,1,Violence against civilians,Attack,ANM: Amharan Nationalist Movement,,2,Civilians (Ethiopia),ADP: Amhara Democratic Party; Government of Ethiopia (2018-),7,27
6255576,231,ETH5209,5209,20190620,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Government of Ethiopia (2018-),7,37
6312826,231,ETH5208,5208,20190619,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ethiopia),,3,,,0,30
5216899,231,ETH5207,5207,20190615,2019,2,Riots,Violent demonstration,Rioters (Ethiopia),,5,,,0,50
5216898,231,ETH5206,5206,20190612,2019,1,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
6255132,231,ETH5205,5205,20190608,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410186,231,ETH5203,5203,20190608,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410187,231,ETH5204,5204,20190608,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410188,231,ETH5202,5202,20190607,2019,1,Strategic developments,Disrupted weapons use,Police Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13
6129511,231,ETH5201,5201,20190604,2019,1,Violence against civilians,Attack,Gumuz Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47
5211693,231,ETH5200,5200,20190602,2019,1,Violence against civilians,Attack,Gumuz Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47
5207735,231,ETH5198,5198,20190531,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Teachers (Ethiopia),6,,,0,60
5207736,231,ETH5199,5199,20190531,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Teachers (Ethiopia),6,,,0,60
5207734,231,ETH5197,5197,20190527,2019,1,Explosions/Remote violence,Grenade,OLF: Oromo Liberation Front (Splinter Faction),,2,Civilians (Ethiopia),,7,27
6763422,231,ETH5196,5196,20190523,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60
6409878,231,ETH5195,5195,20190521,2019,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front,,2,12
7212052,231,ETH5194,5194,20190517,2019,1,Protests,Peaceful protest,Protesters (South Sudan),,6,,,0,60
6128468,231,ETH5193,5193,20190516,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Students (Ethiopia); Health Workers (Ethiopia),6,,,0,60
6127982,231,ETH5190,5190,20190516,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Students (Ethiopia); Health Workers (Ethiopia),6,,,0,60
6129275,231,ETH5191,5191,20190516,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Students (Ethiopia); Health Workers (Ethiopia),6,,,0,60
6409879,231,ETH5189,5189,20190516,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Students (Ethiopia); Health Workers (Ethiopia),6,,,0,60
6128829,231,ETH5192,5192,20190516,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Wolayeta Ethnic Group (Ethiopia),6,,,0,60
6409920,231,ETH5188,5188,20190514,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
5177399,231,ETH5187,5187,20190508,2019,1,Riots,Mob violence,Rioters (Ethiopia),Christian Group (Ethiopia),5,Civilians (Ethiopia),,7,57
6127684,231,ETH5186,5186,20190508,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409841,231,ETH5185,5185,20190508,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6028025,231,ETH5245,5245,20190503,2019,1,Violence against civilians,Attack,Amhara Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Gumuz Ethnic Group (Ethiopia),7,47
6409842,231,ETH5183,5183,20190502,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Amhara Ethnic Group (Ethiopia),6,,,0,60
5727166,231,ETH5246,5246,20190502,2019,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Liyu Police,,1,Civilians (Ethiopia),Pastoralists (Ethiopia),7,17
5727167,231,ETH5247,5247,20190502,2019,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Liyu Police,,1,Civilians (Ethiopia),Pastoralists (Ethiopia),7,17
6028026,231,ETH5248,5248,20190502,2019,1,Violence against civilians,Attack,Amhara Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Gumuz Ethnic Group (Ethiopia),7,47
6409843,231,ETH5182,5182,20190501,2019,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front (Splinter Faction),,2,12
6724549,231,ETH5244,5244,20190430,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Police Forces of Ethiopia (2018-),7,37
5162366,231,ETH5181,5181,20190429,2019,1,Battles,Armed clash,Amhara Ethnic Militia (Ethiopia),,4,Gumuz Ethnic Militia (Ethiopia),,4,44
7214036,231,ETH5179,5179,20190426,2019,1,Battles,Armed clash,Gumuz Ethnic Militia (Ethiopia),,4,Amhara Ethnic Militia (Ethiopia),,4,44
5146353,231,ETH5180,5180,20190426,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Health Workers (Ethiopia),6,,,0,60
6410174,231,ETH5178,5178,20190425,2019,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Police Forces of Ethiopia (2018-),,1,13
6127642,231,ETH5177,5177,20190423,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Meskan Ethnic Group (Ethiopia),6,,,0,60
5146348,231,ETH5175,5175,20190422,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Students (Ethiopia); Health Workers (Ethiopia),6,,,0,60
5146349,231,ETH5176,5176,20190422,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Students (Ethiopia); Health Workers (Ethiopia),6,,,0,60
6410088,231,ETH5173,5173,20190419,2019,1,Protests,Protest with intervention,Protesters (Ethiopia),,6,Police Forces of Ethiopia (2018-) Afar Special Forces,,1,16
6127474,231,ETH5174,5174,20190419,2019,1,Strategic developments,Disrupted weapons use,Police Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13
5130932,231,ETH5172,5172,20190417,2019,1,Protests,Protest with intervention,Protesters (Ethiopia),Students (Ethiopia),6,Police Forces of Ethiopia (2018-),,1,16
6410197,231,ETH5171,5171,20190417,2019,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
6129031,231,ETH5168,5168,20190416,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410198,231,ETH5169,5169,20190416,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6410199,231,ETH5170,5170,20190416,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6128876,231,ETH5167,5167,20190414,2019,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
6409888,231,ETH5166,5166,20190412,2019,1,Strategic developments,Arrests,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Government of Ethiopia (2018-),7,17
6410201,231,ETH5164,5164,20190410,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,,,0,60
6410202,231,ETH5165,5165,20190410,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Oromo Ethnic Group (Ethiopia),6,,,0,60
6127432,231,ETH5163,5163,20190409,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Sidama Ethnic Group (Ethiopia); Women (Ethiopia),6,,,0,60
6859665,231,ETH5162,5162,20190408,2019,1,Battles,Armed clash,Amhara Ethnic Militia (Ethiopia),,4,Oromo Ethnic Militia (Ethiopia),,4,44
6129420,231,ETH5160,5160,20190406,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6129221,231,ETH5161,5161,20190406,2019,1,Battles,Armed clash,OLF: Oromo Liberation Front (Splinter Faction),,2,Amhara Ethnic Militia (Ethiopia),,4,24
6127810,231,ETH5159,5159,20190402,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409933,231,ETH5158,5158,20190402,2019,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
6410138,231,ETH5157,5157,20190401,2019,1,Riots,Violent demonstration,Rioters (Ethiopia),Students (Ethiopia),5,Police Forces of Ethiopia (2018-),,1,15
6128565,231,ETH5156,5156,20190320,2019,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
6127722,231,ETH5155,5155,20190319,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
6763420,231,ETH5153,5153,20190319,2019,1,Battles,Armed clash,Argobba Ethnic Militia (Ethiopia),,4,Kereyou Ethnic Militia (Ethiopia),,4,44
6127842,231,ETH5154,5154,20190319,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
6127966,231,ETH5152,5152,20190311,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Labour Group (Ethiopia),6,,,0,60
6128856,231,ETH5151,5151,20190311,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
4554792,231,ETH5149,5149,20190309,2019,1,Strategic developments,Disrupted weapons use,Police Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13
4554793,231,ETH5150,5150,20190309,2019,1,Riots,Mob violence,Rioters (Ethiopia),Prisoners (Ethiopia),5,Police Forces of Ethiopia (2018-) Prison Guards,,1,15
6128166,231,ETH5148,5148,20190308,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Sidama Ethnic Group (Ethiopia),6,,,0,60
6127922,231,ETH5147,5147,20190308,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Sidama Ethnic Group (Ethiopia),6,,,0,60
4555284,231,ETH5145,5145,20190307,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
4555285,231,ETH5146,5146,20190307,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6129534,231,ETH5138,5138,20190307,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
5269385,231,ETH5139,5139,20190307,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
5269387,231,ETH5140,5140,20190307,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
5269388,231,ETH5141,5141,20190307,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
5269389,231,ETH5142,5142,20190307,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
5269391,231,ETH5144,5144,20190307,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6857615,231,ETH5143,5143,20190307,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6127478,231,ETH5243,5243,20190302,2019,1,Violence against civilians,Attack,Oromo Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
7265291,231,ETH5137,5137,20190301,2019,1,Violence against civilians,Attack,Borana Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Somali Ethnic Group (Ethiopia),7,47
6410099,231,ETH5135,5135,20190227,2019,1,Battles,Armed clash,Police Forces of Ethiopia (2018-) Tigray State Police,,1,Oromo Ethnic Militia (Ethiopia),,4,14
7214029,231,ETH5136,5136,20190227,2019,1,Protests,Protest with intervention,Police Forces of Ethiopia (2018-),,1,Protesters (Ethiopia),,6,16
4559848,231,ETH5134,5134,20190221,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7210499,231,ETH5132,5132,20190219,2019,1,Strategic developments,Looting/property destruction,Government of Ethiopia (2018-),ODP: Oromo Democratic Party,1,Civilians (Ethiopia),,7,17
4560484,231,ETH5133,5133,20190219,2019,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
6127328,231,ETH5131,5131,20190216,2019,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
5269382,231,ETH5130,5130,20190213,2019,1,Strategic developments,Arrests,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Agaw-Qemant Ethnic Group (Ethiopia),7,17
6255322,231,ETH5129,5129,20190212,2019,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
4563393,231,ETH5127,5127,20190211,2019,1,Violence against civilians,Attack,Agaw-Qemant Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47
4563394,231,ETH5128,5128,20190211,2019,1,Violence against civilians,Attack,Agaw-Qemant Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47
6129324,231,ETH5126,5126,20190210,2019,1,Strategic developments,Looting/property destruction,Christian Militia (Ethiopia),,4,Civilians (Ethiopia),Muslim Group (Ethiopia),7,47
7214040,231,ETH5125,5125,20190209,2019,1,Strategic developments,Looting/property destruction,Muslim Militia (Ethiopia),,4,Civilians (Ethiopia),Protestant Group (Ethiopia),7,47
6410100,231,ETH5123,5123,20190208,2019,1,Strategic developments,Agreement,ONLF: Ogaden National Liberation Front,,2,Police Forces of Ethiopia (2018-) Liyu Police,,1,12
6764111,231,ETH5121,5121,20190207,2019,1,Battles,Armed clash,Amhara Ethnic Militia (Ethiopia),,4,Agaw-Qemant Ethnic Militia (Ethiopia),,4,44
5269379,231,ETH5122,5122,20190207,2019,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13
6764110,231,ETH5120,5120,20190206,2019,1,Battles,Armed clash,Amhara Ethnic Militia (Ethiopia),,4,Agaw-Qemant Ethnic Militia (Ethiopia),,4,44
7214045,231,ETH5119,5119,20190205,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),Labour Group (Ethiopia),6,,,0,60
4566524,231,ETH5118,5118,20190201,2019,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,,,0,50
6409857,231,ETH5115,5115,20190131,2019,1,Battles,Armed clash,Shekacho Ethnic Militia (Ethiopia),,4,Tepi Communal Militia (Ethiopia),,4,44
6410142,231,ETH5116,5116,20190131,2019,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
6410144,231,ETH5117,5117,20190131,2019,1,Riots,Violent demonstration,Police Forces of Ethiopia (2018-),,1,Rioters (Ethiopia),,5,15
6410171,231,ETH5114,5114,20190128,2019,1,Violence against civilians,Attack,OLF: Oromo Liberation Front,,2,Civilians (Ethiopia),Farmers (Ethiopia),7,27
6255693,231,ETH5124,5124,20190125,2019,1,Violence against civilians,Sexual violence,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Women (Ethiopia),7,17
6409736,231,ETH5113,5113,20190124,2019,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
4569029,231,ETH5112,5112,20190124,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409735,231,ETH5111,5111,20190123,2019,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
6409734,231,ETH5110,5110,20190122,2019,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
6409733,231,ETH5109,5109,20190121,2019,1,Riots,Mob violence,Rioters (Ethiopia),,5,Civilians (Ethiopia),Orthodox Christian Group (Ethiopia),7,57
4571094,231,ETH5108,5108,20190118,2019,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Afar Special Forces,,1,Civilians (Ethiopia),,7,17
6410022,231,ETH5106,5106,20190116,2019,1,Strategic developments,Arrests,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front,,2,12
6127314,231,ETH5107,5107,20190116,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
4572214,231,ETH5105,5105,20190114,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7212010,231,ETH5104,5104,20190114,2019,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Kambata Ethnic Group (Ethiopia),7,47
6127782,231,ETH5101,5101,20190111,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7214041,231,ETH5102,5102,20190111,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6304520,231,ETH5100,5100,20190110,2019,1,Riots,Mob violence,Rioters (South Sudan),Nuer Ethnic Group (South Sudan),5,Rioters (South Sudan),Nuer Ethnic Group (South Sudan),5,55
6128521,231,ETH5098,5098,20190109,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6305447,231,ETH5099,5099,20190109,2019,1,Riots,Mob violence,Rioters (South Sudan),Nuer Ethnic Group (South Sudan),5,Rioters (South Sudan),Nuer Ethnic Group (South Sudan),5,55
4574241,231,ETH5094,5094,20190108,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6304600,231,ETH5096,5096,20190108,2019,1,Riots,Mob violence,Rioters (South Sudan),Nuer Ethnic Group (South Sudan),5,Rioters (South Sudan),Nuer Ethnic Group (South Sudan),5,55
6129022,231,ETH5093,5093,20190108,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6409904,231,ETH5097,5097,20190108,2019,2,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
6410172,231,ETH5095,5095,20190108,2019,1,Protests,Protest with intervention,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
6127648,231,ETH5091,5091,20190107,2019,1,Battles,Armed clash,Agaw-Qemant Ethnic Militia (Ethiopia),,4,Amhara Ethnic Militia (Ethiopia),,4,44
6128014,231,ETH5092,5092,20190107,2019,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
6411595,231,ETH5090,5090,20190102,2019,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
6409947,231,ETH5103,5103,20190102,2019,2,Protests,Protest with intervention,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
6409739,231,ETH5087,5087,20190101,2019,1,Strategic developments,Disrupted weapons use,Police Forces of Ethiopia (2018-),,1,Police Forces of Ethiopia (2018-),,1,11
4576155,231,ETH5088,5088,20190101,2019,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),,4,Afar Ethnic Militia (Ethiopia),,4,44
6410219,231,ETH5089,5089,20190101,2019,1,Violence against civilians,Attack,Somali Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,47
7214636,231,ETH5086,5086,20181230,2018,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
4576863,231,ETH5085,5085,20181229,2018,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Kambata Ethnic Group (Ethiopia),7,37
