data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction
7454395,231,ETH5841,5841,20201231,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-),1,TPLF: Tigray Peoples Liberation Front,,3,13
7455287,231,ETH5809,5809,20201229,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Prison Guards,,1,Civilians (Ethiopia),Prisoners (Ethiopia),7,17
7455294,231,ETH5808,5808,20201229,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Students (Ethiopia),7,17
7454202,231,ETH5840,5840,20201229,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7454394,231,ETH5839,5839,20201228,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Ethnic Militia (Ethiopia),,4,14
7454427,231,ETH5807,5807,20201228,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12
7454201,231,ETH5838,5838,20201227,2020,1,Battles,Armed clash,Police Forces of Ethiopia (2018-) Afar Special Forces,,1,Police Forces of Ethiopia (2018-) Somali Regional Special Forces,,1,11
7454203,231,ETH5837,5837,20201226,2020,1,Battles,Armed clash,Somali Ethnic Militia (Ethiopia),,4,Afar Ethnic Militia (Ethiopia),Police Forces of Ethiopia (2018-) Afar Special Forces,4,44
7455932,231,ETH5836,5836,20201225,2020,1,Violence against civilians,Attack,Gumuz Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia); Oromo Ethnic Group (Ethiopia); Shinashan Ethnic Group (Ethiopia); Farmers (Ethiopia),7,47
7455997,231,ETH5806,5806,20201224,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Ethnic Militia (Ethiopia),,4,14
7455911,231,ETH5834,5834,20201223,2020,1,Battles,Armed clash,Oromo Ethnic Militia (Ethiopia),,4,Afar Ethnic Militia (Ethiopia),,4,44
7454390,231,ETH5835,5835,20201223,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia); Oromo Ethnic Group (Ethiopia); Shinashan Ethnic Group (Ethiopia); Farmers (Ethiopia),7,47
7454392,231,ETH5833,5833,20201220,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7455924,231,ETH5832,5832,20201219,2020,2,Strategic developments,Arrests,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12
7455929,231,ETH5831,5831,20201219,2020,1,Battles,Armed clash,Unidentified Ethnic Militia (Ethiopia),,4,Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,Amhara Ethnic Militia (Ethiopia),1,14
7454204,231,ETH5830,5830,20201217,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47
7454205,231,ETH5829,5829,20201217,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47
7455919,231,ETH5828,5828,20201215,2020,2,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia),7,27
7455935,231,ETH5827,5827,20201215,2020,2,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,27
7454208,231,ETH5805,5805,20201214,2020,2,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7454212,231,ETH5804,5804,20201214,2020,2,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),Military Forces of Eritrea (1993-),1,Civilians (Ethiopia),,7,17
7455288,231,ETH5825,5825,20201214,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,Civilians (Ethiopia),,7,17
7455289,231,ETH5826,5826,20201214,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,Civilians (Ethiopia),,7,17
7395696,231,ETH5788,5788,20201212,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Students (Ethiopia),7,17
7395695,231,ETH5787,5787,20201210,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7454359,231,ETH5802,5802,20201209,2020,2,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7454360,231,ETH5801,5801,20201209,2020,2,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7454363,231,ETH5803,5803,20201209,2020,2,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7395387,231,ETH5786,5786,20201208,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47
7454776,231,ETH5800,5800,20201207,2020,2,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),,1,13
7395694,231,ETH5785,5785,20201207,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7395448,231,ETH5784,5784,20201206,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),UN: United Nations,7,17
7330171,231,ETH5780,5780,20201204,2020,2,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7329896,231,ETH5779,5779,20201203,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),,1,13
7329829,231,ETH5777,5777,20201202,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
7329897,231,ETH5778,5778,20201202,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),,1,13
7455594,231,ETH5799,5799,20201202,2020,1,Violence against civilians,Attack,Military Forces of Eritrea (1993-),,8,Civilians (Ethiopia),,7,78
7329994,231,ETH5776,5776,20201202,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7330172,231,ETH5775,5775,20201201,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,Civilians (Ethiopia),,7,17
7455256,231,ETH5798,5798,20201130,2020,1,Violence against civilians,Attack,Military Forces of Eritrea (1993-),,8,Civilians (Ethiopia),,7,78
7329830,231,ETH5774,5774,20201130,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
7330170,231,ETH5773,5773,20201129,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,,1,Civilians (Ethiopia),Teachers (Ethiopia),7,17
7455257,231,ETH5797,5797,20201128,2020,2,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7454361,231,ETH5796,5796,20201128,2020,2,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7313311,231,ETH5772,5772,20201128,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7313316,231,ETH5769,5769,20201127,2020,1,Strategic developments,Arrests,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7313385,231,ETH5770,5770,20201127,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7313389,231,ETH5771,5771,20201127,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7313310,231,ETH5768,5768,20201126,2020,2,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,47
7313314,231,ETH5765,5765,20201126,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,47
7313317,231,ETH5767,5767,20201126,2020,2,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,47
7313318,231,ETH5766,5766,20201126,2020,2,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Unidentified Ethnic Group (Ethiopia),7,47
7313308,231,ETH5764,5764,20201125,2020,2,Strategic developments,Disrupted weapons use,Police Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13
7313313,231,ETH5762,5762,20201124,2020,2,Strategic developments,Arrests,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),TPLF: Tigray Peoples Liberation Front,7,17
7313614,231,ETH5763,5763,20201124,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7313320,231,ETH5761,5761,20201123,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,TPLF: Tigray Peoples Liberation Front,,3,,,0,30
7313386,231,ETH5760,5760,20201122,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7307058,231,ETH5758,5758,20201121,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7307056,231,ETH5754,5754,20201120,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7307057,231,ETH5755,5755,20201120,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7307403,231,ETH5757,5757,20201120,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromia State Police,,1,Civilians (Ethiopia),Teachers (Ethiopia),7,17
7307451,231,ETH5756,5756,20201120,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,TPLF: Tigray Peoples Liberation Front,,3,,,0,30
7455255,231,ETH5795,5795,20201119,2020,2,Battles,Armed clash,Military Forces of Eritrea (1993-),,8,Tigray Ethnic Militia (Ethiopia),,4,48
7307404,231,ETH5750,5750,20201119,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Police Forces of Ethiopia (2018-) Oromia State Police,,1,16
7454387,231,ETH5783,5783,20201119,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Aid Workers (Ethiopia); IRC: International Rescue Committee,7,37
7307193,231,ETH5753,5753,20201119,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7307194,231,ETH5748,5748,20201119,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7307195,231,ETH5751,5751,20201119,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7307196,231,ETH5749,5749,20201119,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7454396,231,ETH5752,5752,20201119,2020,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Students (Ethiopia),7,17
7307190,231,ETH5747,5747,20201118,2020,2,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7307192,231,ETH5746,5746,20201118,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,TPLF: Tigray Peoples Liberation Front,,3,13
7454220,231,ETH5794,5794,20201116,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7313479,231,ETH5745,5745,20201116,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),,7,47
7313315,231,ETH5744,5744,20201116,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Ethnic Militia (Ethiopia),,4,14
7454732,231,ETH5822,5822,20201115,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7454733,231,ETH5823,5823,20201115,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7454222,231,ETH5793,5793,20201115,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7454734,231,ETH5824,5824,20201115,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7313319,231,ETH5759,5759,20201115,2020,2,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,Civilians (Ethiopia),3,13
7395551,231,ETH5782,5782,20201115,2020,3,Violence against civilians,Attack,TPLF: Tigray Peoples Liberation Front,,3,Civilians (Ethiopia),Labour Group (Ethiopia),7,37
7454211,231,ETH5791,5791,20201114,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7454223,231,ETH5792,5792,20201114,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7313312,231,ETH5743,5743,20201114,2020,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Ethiopia),TPLF: Tigray Peoples Liberation Front,4,Civilians (Ethiopia),,7,47
7302035,231,ETH5741,5741,20201113,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,TPLF: Tigray Peoples Liberation Front,,3,,,0,30
7302036,231,ETH5742,5742,20201113,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,TPLF: Tigray Peoples Liberation Front,,3,,,0,30
7302016,231,ETH5740,5740,20201112,2020,2,Violence against civilians,Attack,TPLF: Tigray Peoples Liberation Front,,3,Civilians (Ethiopia),Prisoners (Ethiopia); Military Forces of Ethiopia (2018-),7,37
7302017,231,ETH5739,5739,20201112,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,TPLF: Tigray Peoples Liberation Front,,3,13
7301960,231,ETH5738,5738,20201111,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13
7301953,231,ETH5736,5736,20201110,2020,1,Battles,Government regains territory,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,TPLF: Tigray Peoples Liberation Front,,3,13
7301963,231,ETH5737,5737,20201110,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12
7301965,231,ETH5734,5734,20201110,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13
7313374,231,ETH5735,5735,20201110,2020,1,Violence against civilians,Attack,Samri Youth Militia (Ethiopia),TPLF: Tigray Peoples Liberation Front,4,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,47
7301955,231,ETH5733,5733,20201109,2020,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7301961,231,ETH5731,5731,20201109,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),ICRC: International Committee of the Red Cross and Red Crescent,7,37
7301964,231,ETH5732,5732,20201109,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13
7302384,231,ETH5730,5730,20201109,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,Unidentified Armed Group (Ethiopia),,3,13
7301962,231,ETH5729,5729,20201108,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13
7296825,231,ETH5727,5727,20201107,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13
7296948,231,ETH5728,5728,20201107,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,12
7297106,231,ETH5726,5726,20201106,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromia State Police,,1,Civilians (Ethiopia),,7,17
7296874,231,ETH5724,5724,20201105,2020,1,Explosions/Remote violence,Air/drone strike,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7296886,231,ETH5725,5725,20201105,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13
7297161,231,ETH5723,5723,20201105,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13
7296884,231,ETH5722,5722,20201104,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,,3,Military Forces of Ethiopia (2018-),Police Forces of Ethiopia (2018-) Amhara Regional Special Forces,1,13
7454400,231,ETH5790,5790,20201104,2020,1,Battles,Non-state actor overtakes territory,TPLF: Tigray Peoples Liberation Front,Police Forces of Ethiopia (2018-) Tigray Regional Special Forces,3,Military Forces of Ethiopia (2018-),,1,13
7297105,231,ETH5721,5721,20201103,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Prison Guards,,1,Civilians (Ethiopia),Prisoners (Ethiopia),7,17
7454386,231,ETH5720,5720,20201103,2020,1,Battles,Armed clash,TPLF: Tigray Peoples Liberation Front,Police Forces of Ethiopia (2018-) Tigray Regional Special Forces,3,Military Forces of Ethiopia (2018-),,1,13
7296821,231,ETH5719,5719,20201101,2020,1,Explosions/Remote violence,Grenade,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Labour Group (Ethiopia),7,27
7296885,231,ETH5718,5718,20201101,2020,1,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,27
7454398,231,ETH5789,5789,20201101,2020,3,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,TPLF: Tigray Peoples Liberation Front,,3,13
7270682,231,ETH5713,5713,20201028,2020,1,Protests,Protest with intervention,Protesters (Ethiopia),NaMA: National Movement of Amhara; Amhara Ethnic Group (Ethiopia),6,Military Forces of Ethiopia (2018-),,1,16
7270683,231,ETH5712,5712,20201028,2020,1,Battles,Armed clash,Somali Ethnic Militia (Ethiopia),,4,Afar Ethnic Militia (Ethiopia),,4,44
7271335,231,ETH5715,5715,20201026,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Teachers (Ethiopia),7,17
7296820,231,ETH5717,5717,20201024,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),,7,17
7270738,231,ETH5714,5714,20201024,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Orthodox Christian Group (Ethiopia); Oromo Ethnic Group (Ethiopia),7,37
7271022,231,ETH5709,5709,20201024,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromia State Police,,1,Civilians (Ethiopia),Taxi Drivers (Ethiopia),7,17
7258859,231,ETH5710,5710,20201024,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),Qeerroo Youth Militia,6,,,0,60
7258862,231,ETH5711,5711,20201024,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Prison Guards,,1,Civilians (Ethiopia),Prisoners (Ethiopia),7,17
7275205,231,ETH5708,5708,20201023,2020,1,Battles,Armed clash,Military Forces of Ethiopia (2018-),,1,OLF: Oromo Liberation Front (Abba Torbee Splinter Faction),,2,12
7296819,231,ETH5716,5716,20201022,2020,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Police Forces of Ethiopia (2018-),,1,13
7258495,231,ETH5707,5707,20201021,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7259084,231,ETH5706,5706,20201019,2020,1,Battles,Armed clash,OLF: Oromo Liberation Front (Abba Torbee Splinter Faction),,2,Police Forces of Ethiopia (2018-) Oromia State Police,Police Forces of Ethiopia (2018-) Oromo Regional Special Forces,1,12
7258494,231,ETH5705,5705,20201018,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7258860,231,ETH5704,5704,20201016,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Oromia State Police,,1,Civilians (Ethiopia),,7,17
7252558,231,ETH5703,5703,20201012,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,37
7252850,231,ETH5701,5701,20201010,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Qeerroo Youth Militia,6,Military Forces of Ethiopia (2018-),,1,16
7252668,231,ETH5702,5702,20201010,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Labour Group (Ethiopia),7,37
7244314,231,ETH5700,5700,20201008,2020,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Military Forces of Ethiopia (2018-),,1,13
7244613,231,ETH5699,5699,20201008,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),Students (Ethiopia),6,Military Forces of Ethiopia (2018-),,1,16
7244770,231,ETH5698,5698,20201007,2020,2,Violence against civilians,Attack,OLF: Oromo Liberation Front (Shane Splinter Faction),,2,Civilians (Ethiopia),Government of Ethiopia (2018-),7,27
7244313,231,ETH5697,5697,20201006,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Civilians (China),7,37
7233402,231,ETH5696,5696,20200924,2020,1,Battles,Non-state actor overtakes territory,Unidentified Armed Group (Ethiopia),,3,Military Forces of Ethiopia (2018-),,1,13
7233404,231,ETH5695,5695,20200924,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),,7,37
7227997,231,ETH5694,5694,20200919,2020,1,Protests,Peaceful protest,Protesters (Ethiopia),,6,,,0,60
7227996,231,ETH5693,5693,20200917,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Prisoners (Ethiopia),7,17
7227805,231,ETH5692,5692,20200916,2020,1,Riots,Mob violence,Rioters (Ethiopia),,5,Police Forces of Ethiopia (2018-),,1,15
7227999,231,ETH5691,5691,20200914,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Farmers (Ethiopia),7,17
7227998,231,ETH5690,5690,20200913,2020,1,Violence against civilians,Attack,Afar Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Oromo Ethnic Group (Ethiopia); Farmers (Ethiopia),7,47
7227846,231,ETH5688,5688,20200911,2020,1,Battles,Armed clash,Konso Ethnic Militia (Ethiopia),,4,Oromo Ethnic Militia (Ethiopia),,4,44
7227847,231,ETH5689,5689,20200911,2020,1,Battles,Armed clash,Konso Ethnic Militia (Ethiopia),,4,Oromo Ethnic Militia (Ethiopia),,4,44
7227848,231,ETH5687,5687,20200911,2020,1,Battles,Armed clash,Konso Ethnic Militia (Ethiopia),,4,Oromo Ethnic Militia (Ethiopia),,4,44
7202391,231,ETH5684,5684,20200910,2020,1,Violence against civilians,Attack,Oromo Ethnic Militia (Ethiopia),,4,Civilians (Ethiopia),Somali Ethnic Group (Ethiopia),7,47
7202674,231,ETH5681,5681,20200909,2020,1,Violence against civilians,Attack,Benishangul Peoples Liberation Movement,,2,Civilians (Ethiopia),,7,27
7202675,231,ETH5683,5683,20200909,2020,1,Violence against civilians,Attack,Benishangul Peoples Liberation Movement,,2,Civilians (Ethiopia),,7,27
7233156,231,ETH5682,5682,20200909,2020,1,Battles,Armed clash,Unidentified Armed Group (Ethiopia),,3,Military Forces of Ethiopia (2018-),,1,13
7228047,231,ETH5686,5686,20200909,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Ethiopia),Amhara Ethnic Group (Ethiopia),7,37
7189221,231,ETH5680,5680,20200903,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-) Liyu Police,,1,Civilians (Ethiopia),,7,17
7188442,231,ETH5679,5679,20200902,2020,1,Violence against civilians,Attack,Military Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Women (Ethiopia),7,17
7187574,231,ETH5678,5678,20200824,2020,2,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Muslim Group (Ethiopia),7,17
7187595,231,ETH5677,5677,20200824,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Muslim Group (Ethiopia),7,17
7187571,231,ETH5676,5676,20200823,2020,1,Violence against civilians,Attack,Police Forces of Ethiopia (2018-),,1,Civilians (Ethiopia),Muslim Group (Ethiopia),7,17
7187569,231,ETH5673,5673,20200819,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187589,231,ETH5674,5674,20200819,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187572,231,ETH5664,5664,20200818,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187575,231,ETH5658,5658,20200818,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187576,231,ETH5663,5663,20200818,2020,1,Riots,Violent demonstration,Rioters (Ethiopia),,5,Military Forces of Ethiopia (2018-),,1,15
7187577,231,ETH5672,5672,20200818,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
7187579,231,ETH5662,5662,20200818,2020,1,Protests,Excessive force against protesters,Protesters (Ethiopia),,6,Military Forces of Ethiopia (2018-),,1,16
