data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7450666,368,IRQ28583,28583,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Al Maali Tribal Group (Iraq),6,,,0,60,Middle East,Iraq,Muthanna,As Samawah,,As Samawah,31.3059,45.2799,1,Al Mirbad,National,"On 20 December 2020, members of the Al Maali tribe protested outside the municipality directorate building in As Samawah city, Muthanna province against the deterioration of services in the area. [size=no report]",0,1610397232,IRQ
7450670,368,IRQ28681,28681,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Teachers (Iraq),6,,,0,60,Middle East,Iraq,Wassit,Kut,,Kut,32.5056,45.8247,3,Al Mirbad,National,"On 20 December 2020, education workers (teachers) of the Wassit province demonstrated outside a directorate building of Al Mirbad (news) demanding that the government not interfere with the work of the Education Directorate. Coded at provincial capital, Kut. [size=no report]",0,1610397232,IRQ
7450686,368,IRQ28626,28626,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),6,,,0,60,Middle East,Iraq,Missan,Amara,,Amara,31.8356,47.1448,1,Al Mirbad,National,"On 20 December 2020, dozens of workers of the Al Amara prison demonstrated outside the Municipality building in Amara city, Missan province to demand their inclusion in the allocation of residential lands. [size=dozens]",0,1610397232,IRQ
7450182,368,IRQ28472,28472,20-Dec-20,2020,1,Battles,Armed clash,Islamic State (Iraq),,2,Police Forces of Iraq (2020-),,1,12,Middle East,Iraq,Kirkuk,Haweeja,,Qaryat as Saduniyah,35.2086,43.895,1,Basnews; Al Sumaria TV,Subnational-National,"On 20 December 2020, a member of the Federal Police Force was killed and another injured by IS sniper fire in the Qaryat as Saduniyah village near Nahiyat ar Riyad, Haweeja district, Kirkuk.",1,1610397227,IRQ
7450956,368,IRQ28779,28779,20-Dec-20,2020,2,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),,3,Civilians (Iraq),,7,37,Middle East,Iraq,Ninewa,Hamdaniya,,Qaryat Bazwaya,36.37,43.2953,1,National Iraqi News Agency,National,"Around 20 December 2020 (as reported), an unidentified explosive device targeting a civilian vehicle detonated in Qaryat Bazwaya, Hamdaniya district, Ninewa, injuring the vehicle's inhabitants.",0,1610397235,IRQ
7450973,368,IRQ28807,28807,20-Dec-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,PKK: Kurdistan Workers Party,,2,28,Middle East,Iraq,Dahuk,Zakho,,Haftanin,37.3128,43.0203,2,People's Defense Forces,Other,"On 20 December 2020, Turkish army forces carried out artillery strikes against PKK in Kesan area (Kurdish name) of Haftanin region, Zakho. No information on casualties was reported. Source reported that daily shellings occurred in the area between 12-20 December. One event for each date (total 9 events) coded.",0,1610397236,IRQ
7450987,368,IRQ28427,28427,20-Dec-20,2020,1,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,PKK: Kurdistan Workers Party,,2,28,Middle East,Iraq,Erbil,Mergasur,,Mergasur,36.8431,44.3009,2,People's Defense Forces,Other,"On 20 December 2020, Turkish Military forces conducted airstrikes against PKK targets in Werxele area (Kurdish name) in Avasin (Mergasur) region of Erbil, Northern Iraq. No information on casualties was reported.",0,1610397236,IRQ
7450221,368,IRQ28624,28624,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),6,,,0,60,Middle East,Iraq,Basrah,Shatt Al-Arab,,Al-Hartha,30.6934,47.7414,2,Baghdad Post; Al Mirbad,National,"On 20 December 2020, daily workers who are also winners of the 30,000 job lottery stood on the Airport Bridge in the Al-Hartha district, Basrah province and blocked it in demonstration against the non-payment of their wages for 9 months. Thousands demonstrated across Basrah province. [size=no report]",0,1610397228,IRQ
7450222,368,IRQ28625,28625,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),6,,,0,60,Middle East,Iraq,Basrah,Al-Zubair,,Al-Zubair,30.3921,47.7017,1,Baghdad Post; Al Mirbad,National,"On 20 December 2020, daily workers who are also winners of the 30,000 job lottery stood on roads leading to oil companies in Al-Zubair town, Basrah province and blocked them in demonstration against the non-payment of their wages for 9 months. Thousands demonstrated across Basrah province. [size=no report]",0,1610397228,IRQ
7450223,368,IRQ28627,28627,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),6,,,0,60,Middle East,Iraq,Basrah,Abu al-Khaseeb,,As Saybah,30.3253,48.2662,1,Baghdad Post; Al Mirbad,National,"On 20 December 2020, daily workers who are also winners of the 30,000 job lottery stood on the Awja intersection and a road outside an oil company in As Saybah, Abu al-Khaseeb district, Basrah province and blocked them in demonstration against the non-payment of their wages for 9 months. Thousands demonstrated across Basrah province. [size=no report]",0,1610397228,IRQ
7450224,368,IRQ28628,28628,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),6,,,0,60,Middle East,Iraq,Basrah,Al-Zubair,,Ash Shuaybah,30.411,47.6522,1,Baghdad Post; Al Mirbad,National,"On 20 December 2020, daily workers who are also winners of the 30,000 job lottery stood on roads leading to oil companies in Ash Shuaybah town, Basrah province and blocked them in demonstration against the non-payment of their wages for 9 months. Thousands demonstrated across Basrah province. [size=no report]",0,1610397228,IRQ
7450225,368,IRQ28630,28630,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),6,,,0,60,Middle East,Iraq,Basrah,Abu al-Khaseeb,,Khor al Zubair,30.1969,47.885,2,Al Mirbad; Baghdad Post,National,"On 20 December 2020, daily workers who are also winners of the 30,000 job lottery stood on the road leading to Khor al Zubair, Basrah province and blocked it in demonstration against the non-payment of their wages for 9 months. Thousands demonstrated across Basrah province. [size=no report]",0,1610397228,IRQ
7450226,368,IRQ28632,28632,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),6,,,0,60,Middle East,Iraq,Basrah,Al-Qurna,,Nahiyat ad Dayr,30.7951,47.5796,1,Al Mirbad; Baghdad Post,National,"On 20 December 2020, daily workers who are also winners of the 30,000 job lottery stood on a bridge in Nahiyat ad Dayr, Al-Qurna district, Basrah province and blocked it in demonstration against the non-payment of their wages for 9 months. Thousands demonstrated across Basrah province. [size=no report]",0,1610397228,IRQ
7450738,368,IRQ28623,28623,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),6,,,0,60,Middle East,Iraq,Missan,Kahla,,Al Shib Border Crossing,31.854,47.8017,1,Al Mirbad,National,"On 20 December 2020, a number of truck drivers and customs brokers working at Al Shib border crossing in Kahla district, Missan province, blocked the main road leading to the crossing, in protest against the non-implementation of the decision to cancel the weight charges at the border crossing. [size=no report]",0,1610397233,IRQ
7450227,368,IRQ28633,28633,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),6,,,0,60,Middle East,Iraq,Basrah,Al-Zubair,,Umm Qasr,30.0342,47.9294,2,Al Mirbad; Baghdad Post,National,"On 20 December 2020, daily workers who are also winners of the 30,000 job lottery stood on the road leading to Umm Qasr, Basrah province and blocked it in demonstration against the non-payment of their wages for 9 months. Thousands demonstrated across Basrah province. [size=no report]",0,1610397228,IRQ
7450746,368,IRQ28631,28631,20-Dec-20,2020,1,Protests,Peaceful protest,Protesters (Iraq),Labour Group (Iraq),6,,,0,60,Middle East,Iraq,Basrah,Abu al-Khaseeb,,Khor al Zubair,30.1969,47.885,1,Al Mirbad,National,"On 20 December 2020, employees of the Iron and Steel Company organized a demonstration at their site in Khor Al Zubair, Abu al-Khaseeb district, Basrah province to protest against the decision of the Ministry of Industry and Minerals to change the assistant director of their company and appoint an employee from the ministry instead, in addition to the decision to deprive the company of scrap materials. [size=no report]",0,1610397233,IRQ
